Instance_ID,Distribution,n,W_d,v,Status,Mksp_Truck,Mksp_MaxDrone,Mksp_NFD_OS,Mksp_FFD_OS,Obj_Gurobi,LB_Gurobi,LB_Theo,LB_Best,MIP_Gap(%),Time(s),Gap_Truck(%),Gap_MaxDrone(%),Gap_NFD_OS(%),Gap_FFD_OS(%)
3,Left-skewed,50,0.35,3.0,2,1909.0,1369.0,1369.0,1369.0,1360.0,1353.24,749,1353.24,0.5,12.09,41.07,1.16,1.16,1.16
4,Left-skewed,50,0.35,3.0,2,1905.0,1546.0,1546.0,1546.0,1535.0,1535.0,747,1535.0,0.0,11.77,24.1,0.72,0.72,0.72
5,Left-skewed,50,0.35,3.0,2,1903.0,1543.0,1543.0,1543.0,1535.0,1530.0,778,1530.0,0.33,4.61,24.38,0.85,0.85,0.85
6,Left-skewed,50,0.35,3.0,2,1938.0,1554.0,1554.0,1554.0,1548.0,1540.63,813,1540.63,0.48,12.86,25.79,0.87,0.87,0.87
7,Left-skewed,50,0.35,3.0,2,1931.0,1643.0,1643.0,1643.0,1637.0,1637.0,827,1637.0,0.0,14.7,17.96,0.37,0.37,0.37
8,Left-skewed,50,0.35,3.0,2,1906.0,1636.0,1636.0,1636.0,1631.0,1623.26,734,1623.26,0.47,7.36,17.42,0.78,0.78,0.78
9,Left-skewed,50,0.35,3.0,2,1938.0,1554.0,1554.0,1554.0,1546.0,1541.0,818,1541.0,0.32,6.4,25.76,0.84,0.84,0.84
10,Left-skewed,50,0.35,3.0,2,1782.0,1360.0,1360.0,1360.0,1354.0,1347.93,724,1347.93,0.45,9.3,32.2,0.9,0.9,0.9
1,Right-skewed,50,0.15,1.5,9,777.0,762,762,762,762.0,362.33,762,762,52.45,600.04,1.97,0.0,0.0,0.0
2,Right-skewed,50,0.15,1.5,9,794.0,779,779,779,779.0,320.0,779,779,58.92,600.02,1.93,0.0,0.0,0.0
3,Right-skewed,50,0.15,1.5,9,804.0,788,788.0,788.0,788.0,390.0,788,788,50.51,600.02,2.03,0.0,0.0,0.0
4,Right-skewed,50,0.15,1.5,9,756.0,741,741,741,741.0,364.25,741,741,50.84,600.01,2.02,0.0,0.0,0.0
5,Right-skewed,50,0.15,1.5,9,810.0,806,794,794,794.0,291.88,794,794,63.24,600.02,2.02,1.51,0.0,0.0
6,Right-skewed,50,0.15,1.5,9,861.0,844,844,844,844.0,359.67,844,844,57.38,600.02,2.01,0.0,0.0,0.0
7,Right-skewed,50,0.15,1.5,9,760.0,745,745,745,745.0,319.48,745,745,57.12,600.02,2.01,0.0,0.0,0.0
8,Right-skewed,50,0.15,1.5,9,862.0,845,845,845,845.0,362.04,845,845,57.16,600.02,2.01,0.0,0.0,0.0
9,Right-skewed,50,0.15,1.5,9,769.0,755,754,754,754.0,275.92,754,754,63.41,600.03,1.99,0.13,0.0,0.0
10,Right-skewed,50,0.15,1.5,9,775.0,760,760,760,760.0,273.35,760,760,64.03,600.01,1.97,0.0,0.0,0.0
1,Right-skewed,50,0.25,1.5,9,777.0,1295,762,762,762.0,117.45,762,762,84.59,600.03,1.97,69.95,0.0,0.0
2,Right-skewed,50,0.25,1.5,9,794.0,1235,779.0,779.0,779.0,144.94,779,779,81.39,600.02,1.93,58.54,0.0,0.0
3,Right-skewed,50,0.25,1.5,9,804.0,1157,788,788,788.0,245.42,788,788,68.85,600.02,2.03,46.83,0.0,0.0
4,Right-skewed,50,0.25,1.5,9,756.0,1117,741,741,741.0,225.34,741,741,69.59,600.0,2.02,50.74,0.0,0.0
5,Right-skewed,50,0.25,1.5,9,810.0,1221,794,794,794.0,200.35,794,794,74.77,600.02,2.02,53.78,0.0,0.0
6,Right-skewed,50,0.25,1.5,9,861.0,1400,844.0,844.0,844.0,172.58,844,844,79.55,600.03,2.01,65.88,0.0,0.0
7,Right-skewed,50,0.25,1.5,9,760.0,1416,745,745,745.0,132.84,745,745,82.17,600.02,2.01,90.07,0.0,0.0
8,Right-skewed,50,0.25,1.5,9,862.0,1399,845,845,845.0,162.03,845,845,80.82,600.04,2.01,65.56,0.0,0.0
9,Right-skewed,50,0.25,1.5,9,769.0,1325,754,754,754.0,135.0,754,754,82.1,600.02,1.99,75.73,0.0,0.0
10,Right-skewed,50,0.25,1.5,9,775.0,1386,760,760,760.0,97.86,760,760,87.12,600.03,1.97,82.37,0.0,0.0
1,Right-skewed,50,0.35,1.5,9,777.0,1505,762,762,762.0,96.72,762,762,87.31,600.03,1.97,97.51,0.0,0.0
2,Right-skewed,50,0.35,1.5,9,794.0,1445,779.0,779.0,779.0,106.28,779,779,86.36,600.02,1.93,85.49,0.0,0.0
3,Right-skewed,50,0.35,1.5,9,804.0,1541,788,788,788.0,115.43,788,788,85.35,600.04,2.03,95.56,0.0,0.0
4,Right-skewed,50,0.35,1.5,9,756.0,1475,741,741,741.0,100.91,741,741,86.38,600.04,2.02,99.06,0.0,0.0
5,Right-skewed,50,0.35,1.5,9,810.0,1605,794.0,794.0,794.0,93.45,794,794,88.23,600.01,2.02,102.14,0.0,0.0
6,Right-skewed,50,0.35,1.5,9,861.0,1638,844,844,844.0,123.57,844,844,85.36,600.02,2.01,94.08,0.0,0.0
7,Right-skewed,50,0.35,1.5,9,760.0,1476,745,745,745.0,110.03,745,745,85.23,600.04,2.01,98.12,0.0,0.0
8,Right-skewed,50,0.35,1.5,9,862.0,1705,845.0,845.0,845.0,105.13,845,845,87.56,600.01,2.01,101.78,0.0,0.0
9,Right-skewed,50,0.35,1.5,9,769.0,1475,754,754,754.0,94.88,754,754,87.42,600.01,1.99,95.62,0.0,0.0
10,Right-skewed,50,0.35,1.5,9,775.0,1505,760,760,760.0,90.68,760,760,88.07,600.04,1.97,98.03,0.0,0.0
1,Right-skewed,50,0.15,2.0,9,792.0,768,768,768,768.0,485.0,762,762,36.85,600.01,3.94,0.79,0.79,0.79
2,Right-skewed,50,0.15,2.0,9,809.0,784,784,784,784.0,425.0,779,779,45.79,600.03,3.85,0.64,0.64,0.64
3,Right-skewed,50,0.15,2.0,9,820.0,795,795,795,795.0,519.0,788,788,34.72,600.02,4.06,0.89,0.89,0.89
4,Right-skewed,50,0.15,2.0,9,771.0,747,747,747,747.0,485.59,741,741,34.99,600.01,4.05,0.81,0.81,0.81
5,Right-skewed,50,0.15,2.0,9,826.0,806,801,801,801.0,388.15,794,794,51.54,600.02,4.03,1.51,0.88,0.88
6,Right-skewed,50,0.15,2.0,9,878.0,853,853,853,853.0,483.04,844,844,43.37,600.01,4.03,1.07,1.07,1.07
7,Right-skewed,50,0.15,2.0,9,775.0,750,750,750,750.0,425.4,745,745,43.28,600.01,4.03,0.67,0.67,0.67
8,Right-skewed,50,0.15,2.0,9,879.0,854,854,854,854.0,484.0,845,845,43.33,600.01,4.02,1.07,1.07,1.07
9,Right-skewed,50,0.15,2.0,9,784.0,759,759,759,761.0,366.35,754,754,51.86,600.01,3.98,0.66,0.66,0.66
10,Right-skewed,50,0.15,2.0,9,790.0,765,765,765,765.0,365.54,760,760,52.22,600.01,3.95,0.66,0.66,0.66
1,Right-skewed,50,0.25,2.0,9,792.0,1295,767,767,767.0,181.47,762,762,76.34,600.02,3.94,69.95,0.66,0.66
2,Right-skewed,50,0.25,2.0,9,809.0,1235,784,784,791.0,195.0,779,779,75.35,600.03,3.85,58.54,0.64,0.64
3,Right-skewed,50,0.25,2.0,9,820.0,1157,795,795,795.0,323.97,788,788,59.25,600.02,4.06,46.83,0.89,0.89
4,Right-skewed,50,0.25,2.0,9,771.0,1117,746,746,746.0,300.0,741,741,59.79,600.02,4.05,50.74,0.67,0.67
5,Right-skewed,50,0.25,2.0,9,826.0,1221,801,801,801.0,265.26,794,794,66.88,600.04,4.03,53.78,0.88,0.88
6,Right-skewed,50,0.25,2.0,9,878.0,1400,854,854,854.0,213.0,844,844,75.06,600.02,4.03,65.88,1.18,1.18
7,Right-skewed,50,0.25,2.0,9,775.0,1416,750,750,750.0,145.31,745,745,80.62,600.01,4.03,90.07,0.67,0.67
8,Right-skewed,50,0.25,2.0,9,879.0,1399,854,854,857.0,217.0,845,845,74.68,600.02,4.02,65.56,1.07,1.07
9,Right-skewed,50,0.25,2.0,9,784.0,1325,760,760,760.0,162.59,754,754,78.61,600.01,3.98,75.73,0.8,0.8
10,Right-skewed,50,0.25,2.0,9,790.0,1386,768,768,768.0,136.17,760,760,82.27,600.03,3.95,82.37,1.05,1.05
1,Right-skewed,50,0.35,2.0,9,792.0,1505,767,767,768.0,120.0,762,762,84.37,600.02,3.94,97.51,0.66,0.66
2,Right-skewed,50,0.35,2.0,9,809.0,1445,784,784,784.0,123.39,779,779,84.26,600.01,3.85,85.49,0.64,0.64
3,Right-skewed,50,0.35,2.0,9,820.0,1541,795,795,798.0,128.0,788,788,83.96,600.03,4.06,95.56,0.89,0.89
4,Right-skewed,50,0.35,2.0,9,771.0,1475,748,748,757.0,125.0,741,741,83.49,600.03,4.05,99.06,0.94,0.94
5,Right-skewed,50,0.35,2.0,9,826.0,1605,802,802,807.0,110.64,794,794,86.29,600.03,4.03,102.14,1.01,1.01
6,Right-skewed,50,0.35,2.0,9,878.0,1638,853,853,854.0,141.66,844,844,83.41,600.03,4.03,94.08,1.07,1.07
7,Right-skewed,50,0.35,2.0,9,775.0,1476,750,750,750.0,124.78,745,745,83.36,600.04,4.03,98.12,0.67,0.67
8,Right-skewed,50,0.35,2.0,9,879.0,1705,854,854,854.0,132.63,845,845,84.47,600.02,4.02,101.78,1.07,1.07
9,Right-skewed,50,0.35,2.0,9,784.0,1475,760.0,760.0,759.0,115.24,754,754,84.82,600.06,3.98,95.62,0.8,0.8
10,Right-skewed,50,0.35,2.0,9,790.0,1505,768,768,768.0,103.21,760,760,86.56,600.02,3.95,98.03,1.05,1.05
1,Right-skewed,50,0.15,3.0,9,921.0,774,774,774,774.0,725.0,762,762,6.33,600.01,20.87,1.57,1.57,1.57
2,Right-skewed,50,0.15,3.0,9,852.0,789,789,789,789.0,635.0,779,779,19.52,600.02,9.37,1.28,1.28,1.28
3,Right-skewed,50,0.15,3.0,9,1008.0,816.0,896.0,816.0,805.0,775.0,788,788,3.73,600.02,27.92,3.55,13.71,3.55
4,Right-skewed,50,0.15,3.0,9,935.0,755.0,835.0,755.0,754.0,728.0,741,741,3.45,600.01,26.18,1.89,12.69,1.89
5,Right-skewed,50,0.15,3.0,9,900.0,808,808,808,810.0,585.0,794,794,27.78,600.01,13.35,1.76,1.76,1.76
6,Right-skewed,50,0.15,3.0,9,1048.0,863,863,863,866.0,721.17,844,844,16.72,600.01,24.17,2.25,2.25,2.25
7,Right-skewed,50,0.15,3.0,9,908.0,755,755,755,760.0,636.0,745,745,16.32,600.01,21.88,1.34,1.34,1.34
8,Right-skewed,50,0.15,3.0,9,965.0,863,863,863,867.0,721.0,845,845,16.84,600.02,14.2,2.13,2.13,2.13
9,Right-skewed,50,0.15,3.0,9,871.0,766,766,766,773.0,545.0,754,754,29.5,600.04,15.52,1.59,1.59,1.59
10,Right-skewed,50,0.15,3.0,9,843.0,773,773,773,775.0,545.0,760,760,29.68,600.02,10.92,1.71,1.71,1.71
1,Right-skewed,50,0.25,3.0,9,921.0,1295,772,772,772.0,272.9,762,762,64.65,600.01,20.87,69.95,1.31,1.31
2,Right-skewed,50,0.25,3.0,9,852.0,1235,789,789,795.0,283.8,779,779,64.3,600.02,9.37,58.54,1.28,1.28
3,Right-skewed,50,0.25,3.0,9,1008.0,1157,802,802,808.0,487.0,788,788,39.73,600.02,27.92,46.83,1.78,1.78
4,Right-skewed,50,0.25,3.0,9,935.0,1117,752,752,756.0,451.58,741,741,40.27,600.02,26.18,50.74,1.48,1.48
5,Right-skewed,50,0.25,3.0,9,900.0,1221,810,810,810.0,394.01,794,794,51.36,600.03,13.35,53.78,2.02,2.02
6,Right-skewed,50,0.25,3.0,9,1048.0,1400,865,865,863.0,316.22,844,844,63.36,600.02,24.17,65.88,2.49,2.49
7,Right-skewed,50,0.25,3.0,9,908.0,1416,757,757,762.0,190.0,745,745,75.07,600.01,21.88,90.07,1.61,1.61
8,Right-skewed,50,0.25,3.0,9,965.0,1399,863,863,865.0,317.11,845,845,63.34,600.03,14.2,65.56,2.13,2.13
9,Right-skewed,50,0.25,3.0,9,871.0,1325,768,768,776.0,196.99,754,754,74.62,600.03,15.52,75.73,1.86,1.86
10,Right-skewed,50,0.25,3.0,9,843.0,1386,777,777,783.0,185.0,760,760,76.37,600.01,10.92,82.37,2.24,2.24
1,Right-skewed,50,0.35,3.0,9,921.0,1505,772,772,772.0,139.34,762,762,81.95,600.02,20.87,97.51,1.31,1.31
2,Right-skewed,50,0.35,3.0,9,852.0,1445,789,789,796.0,157.2,779,779,80.25,600.03,9.37,85.49,1.28,1.28
3,Right-skewed,50,0.35,3.0,9,1008.0,1541,805,805,827.0,158.82,788,788,80.8,600.03,27.92,95.56,2.16,2.16
4,Right-skewed,50,0.35,3.0,9,935.0,1475,757,757,762.0,139.05,741,741,81.75,600.01,26.18,99.06,2.16,2.16
5,Right-skewed,50,0.35,3.0,9,900.0,1605,810,810,811.0,136.15,794,794,83.21,600.01,13.35,102.14,2.02,2.02
6,Right-skewed,50,0.35,3.0,9,1048.0,1638,863,863,867.0,181.41,844,844,79.08,600.03,24.17,94.08,2.25,2.25
7,Right-skewed,50,0.35,3.0,9,908.0,1476,758,758,760.0,152.72,745,745,79.91,600.01,21.88,98.12,1.74,1.74
8,Right-skewed,50,0.35,3.0,9,965.0,1705,863,863,869.0,145.0,845,845,83.31,600.03,14.2,101.78,2.13,2.13
9,Right-skewed,50,0.35,3.0,9,871.0,1475,766,766,789.0,135.18,754,754,82.87,600.02,15.52,95.62,1.59,1.59
10,Right-skewed,50,0.35,3.0,9,843.0,1505,776,776,773.0,129.01,760,760,83.31,600.02,10.92,98.03,2.11,2.11
1,Uniform,50,0.15,1.5,9,770.0,755,779.0,755,755.0,678.86,755,755,10.08,600.06,1.99,0.0,3.18,0.0
2,Uniform,50,0.15,1.5,9,780.0,765,765,765,765.0,547.0,765,765,28.5,600.02,1.96,0.0,0.0,0.0
3,Uniform,50,0.15,1.5,9,868.0,851,851,851,851.0,672.0,851,851,21.03,600.02,2.0,0.0,0.0,0.0
4,Uniform,50,0.15,1.5,9,838.0,785,828.0,785,785.0,725.0,785,785,7.64,600.01,6.75,0.0,5.48,0.0
5,Uniform,50,0.15,1.5,9,803.0,787,787,787,787.0,677.0,787,787,13.98,600.03,2.03,0.0,0.0,0.0
