Instance_ID,Distribution,n,W_d,v,Status,Mksp_Truck,Mksp_MaxDrone,Mksp_NFD_OS,Mksp_FFD_OS,Obj_Gurobi,LB_Gurobi,LB_Theo,LB_Best,MIP_Gap(%),Time(s),Gap_Truck(%),Gap_MaxDrone(%),Gap_NFD_OS(%),Gap_FFD_OS(%)
6,Left-skewed,200,0.25,1.5,9,3661.0,3651.0,3885.0,3651.0,5309.0,3240.0,3002,3240.0,38.97,600.09,12.99,12.69,19.91,12.69
7,Left-skewed,200,0.25,1.5,9,3900.0,3900.0,4140.0,3900.0,6199.0,3408.0,3071,3408.0,45.02,600.11,14.44,14.44,21.48,14.44
8,Left-skewed,200,0.25,1.5,9,3608.0,3566.0,3836.0,3566.0,5659.0,3195.0,2888,3195.0,43.54,600.24,12.93,11.61,20.06,11.61
9,Left-skewed,200,0.25,1.5,9,3751.0,3750.0,4011.0,3750.0,5848.0,3330.0,2917,3330.0,43.06,600.18,12.64,12.61,20.45,12.61
10,Left-skewed,200,0.25,1.5,9,3611.0,3611.0,3926.0,3611.0,5719.0,3240.0,2952,3240.0,43.35,600.14,11.45,11.45,21.17,11.45
1,Left-skewed,200,0.35,1.5,9,3661.0,3027.0,3027.0,3027.0,5125.0,2649.82,2936,2936,48.3,600.08,24.69,3.1,3.1,3.1
2,Left-skewed,200,0.35,1.5,9,3754.0,3057,3057,3057,5595.0,-inf,3057,3057,inf,601.06,22.8,0.0,0.0,0.0
3,Left-skewed,200,0.35,1.5,9,3942.0,3083.0,3083.0,3083.0,inf,2673.69,3064,3064,100.0,600.09,28.66,0.62,0.62,0.62
4,Left-skewed,200,0.35,1.5,9,3524.0,2961,2961,2961,inf,2200.2,2961,2961,100.0,600.16,19.01,0.0,0.0,0.0
5,Left-skewed,200,0.35,1.5,9,3614.0,2989,2989,2989,5058.0,2417.62,2989,2989,52.2,600.14,20.91,0.0,0.0,0.0
6,Left-skewed,200,0.35,1.5,9,3661.0,3031.0,3031.0,3031.0,5810.0,2925.0,3002,3002,49.66,600.1,21.95,0.97,0.97,0.97
7,Left-skewed,200,0.35,1.5,9,3900.0,3132.0,3132.0,3132.0,5659.0,2839.78,3071,3071,49.82,600.07,26.99,1.99,1.99,1.99
8,Left-skewed,200,0.35,1.5,9,3608.0,2888,2888,2888.0,4758.0,2527.9,2888,2888,46.87,600.11,24.93,0.0,0.0,0.0
9,Left-skewed,200,0.35,1.5,9,3751.0,3075.0,3075.0,3075.0,4471.0,2815.54,2917,2917,37.03,600.11,28.59,5.42,5.42,5.42
10,Left-skewed,200,0.35,1.5,9,3611.0,2952,2952,2952,2992.0,2790.0,2952,2952,6.75,600.1,22.32,0.0,0.0,0.0
1,Left-skewed,200,0.15,2.0,9,4876.0,4876.0,5412.0,4876.0,6914.0,4500.0,2936,4500.0,34.91,600.11,8.36,8.36,20.27,8.36
2,Left-skewed,200,0.15,2.0,9,5002.0,5002.0,5578.0,5002.0,7194.0,-inf,3057,3057,inf,600.16,63.62,63.62,82.47,63.62
3,Left-skewed,200,0.15,2.0,9,5254.0,5254.0,5771.0,5254.0,6611.0,4736.0,3064,4736.0,28.36,600.25,10.94,10.94,21.85,10.94
4,Left-skewed,200,0.15,2.0,9,4694.0,4694.0,5233.0,4694.0,6706.0,4380.0,2961,4380.0,34.69,600.1,7.17,7.17,19.47,7.17
5,Left-skewed,200,0.15,2.0,9,4814.0,4814.0,5353.0,4814.0,7262.0,4440.0,2989,4440.0,38.86,600.09,8.42,8.42,20.56,8.42
6,Left-skewed,200,0.15,2.0,9,4876.0,4876.0,5416.0,4876.0,6825.0,4500.0,3002,4500.0,34.07,600.12,8.36,8.36,20.36,8.36
7,Left-skewed,200,0.15,2.0,9,5196.0,5196.0,5708.0,5196.0,7453.0,4800.0,3071,4800.0,35.6,600.08,8.25,8.25,18.92,8.25
8,Left-skewed,200,0.15,2.0,9,4808.0,4808.0,5291.0,4808.0,6873.0,4440.0,2888,4440.0,35.4,600.08,8.29,8.29,19.17,8.29
9,Left-skewed,200,0.15,2.0,9,4996.0,4996.0,5475.0,4996.0,6924.0,4560.0,2917,4560.0,34.14,600.13,9.56,9.56,20.07,9.56
10,Left-skewed,200,0.15,2.0,9,4811.0,4811.0,5291.0,4811.0,6573.0,4440.0,2952,4440.0,32.45,600.26,8.36,8.36,19.17,8.36
1,Left-skewed,200,0.25,2.0,9,4876.0,4872.0,5286.0,4872.0,5922.0,4500.0,2936,4500.0,24.01,600.26,8.36,8.27,17.47,8.27
2,Left-skewed,200,0.25,2.0,9,5002.0,5001.0,5322.0,5001.0,7325.0,4416.0,3057,4416.0,39.71,600.13,13.27,13.25,20.52,13.25
3,Left-skewed,200,0.25,2.0,9,5254.0,5197.0,5643.0,5197.0,6891.0,4608.0,3064,4608.0,33.13,600.12,14.02,12.78,22.46,12.78
4,Left-skewed,200,0.25,2.0,9,4694.0,4633.0,4993.0,4633.0,6867.0,4140.0,2961,4140.0,39.71,600.13,13.38,11.91,20.6,11.91
5,Left-skewed,200,0.25,2.0,9,4814.0,4750.0,5173.0,4750.0,7280.0,4260.0,2989,4260.0,41.48,600.11,13.0,11.5,21.43,11.5
6,Left-skewed,200,0.25,2.0,9,4876.0,4866.0,5175.0,4866.0,6872.0,4355.27,3002,4355.27,36.62,600.2,11.96,11.73,18.82,11.73
7,Left-skewed,200,0.25,2.0,9,5196.0,5196.0,5516.0,5196.0,7435.0,4544.0,3071,4544.0,38.88,600.16,14.35,14.35,21.39,14.35
8,Left-skewed,200,0.25,2.0,9,4808.0,4751.0,5111.0,4751.0,6942.0,4260.0,2888,4260.0,38.63,600.1,12.86,11.53,19.98,11.53
9,Left-skewed,200,0.25,2.0,9,4996.0,4995.0,5346.0,4995.0,7242.0,4440.0,2917,4440.0,38.69,600.1,12.52,12.5,20.41,12.5
10,Left-skewed,200,0.25,2.0,9,4811.0,4811.0,5231.0,4811.0,6752.0,4320.0,2952,4320.0,36.02,600.08,11.37,11.37,21.09,11.37
1,Left-skewed,200,0.35,2.0,9,4876.0,4032.0,4032.0,4032.0,5336.0,3900.0,2936,3900.0,26.91,600.11,25.03,3.38,3.38,3.38
2,Left-skewed,200,0.35,2.0,9,5002.0,3978.0,3978.0,3978.0,5799.0,3968.0,3057,3968.0,31.57,600.07,26.06,0.25,0.25,0.25
3,Left-skewed,200,0.35,2.0,9,5254.0,4107.0,4107.0,4107.0,inf,3582.47,3064,3582.47,100.0,600.52,46.66,14.64,14.64,14.64
4,Left-skewed,200,0.35,2.0,9,4694.0,3373.0,3373.0,3373.0,3722.0,3360.0,2961,3360.0,9.73,600.18,39.7,0.39,0.39,0.39
5,Left-skewed,200,0.35,2.0,9,4814.0,3733.0,3733.0,3733.0,5227.0,3660.0,2989,3660.0,29.98,600.11,31.53,1.99,1.99,1.99
6,Left-skewed,200,0.35,2.0,9,4876.0,4036.0,4036.0,4036.0,5721.0,3900.0,3002,3900.0,31.83,600.18,25.03,3.49,3.49,3.49
7,Left-skewed,200,0.35,2.0,9,5196.0,4172.0,4172.0,4172.0,inf,3678.73,3071,3678.73,100.0,600.09,41.24,13.41,13.41,13.41
8,Left-skewed,200,0.35,2.0,9,4808.0,3731.0,3731.0,3731.0,inf,3267.96,2888,3267.96,100.0,600.21,47.13,14.17,14.17,14.17
9,Left-skewed,200,0.35,2.0,9,4996.0,4095.0,4095.0,4095.0,inf,3550.47,2917,3550.47,100.0,600.15,40.71,15.34,15.34,15.34
10,Left-skewed,200,0.35,2.0,9,4811.0,3731.0,3731.0,3731.0,5943.0,3323.08,2952,3323.08,44.08,600.09,44.78,12.28,12.28,12.28
1,Left-skewed,200,0.15,3.0,9,7306.0,7306.0,8112.0,7306.0,7919.0,6750.0,2936,6750.0,14.76,600.11,8.24,8.24,20.18,8.24
2,Left-skewed,200,0.15,3.0,9,7498.0,7498.0,8362.0,7498.0,9438.0,7008.0,3057,7008.0,25.75,600.08,6.99,6.99,19.32,6.99
3,Left-skewed,200,0.15,3.0,9,7878.0,7878.0,8651.0,7878.0,10128.0,7104.0,3064,7104.0,29.86,600.12,10.9,10.9,21.78,10.9
4,Left-skewed,200,0.15,3.0,9,7034.0,7034.0,7843.0,7034.0,8599.0,6570.0,2961,6570.0,23.6,600.09,7.06,7.06,19.38,7.06
5,Left-skewed,200,0.15,3.0,9,7214.0,7214.0,8023.0,7214.0,8231.0,6660.0,2989,6660.0,19.09,600.13,8.32,8.32,20.47,8.32
6,Left-skewed,200,0.15,3.0,9,7306.0,7306.0,8116.0,7306.0,8732.0,6750.0,3002,6750.0,22.7,600.15,8.24,8.24,20.24,8.24
7,Left-skewed,200,0.15,3.0,9,7788.0,7788.0,8556.0,7788.0,9964.0,7200.0,3071,7200.0,27.74,600.83,8.17,8.17,18.83,8.17
8,Left-skewed,200,0.15,3.0,9,7208.0,7208.0,7931.0,7208.0,7222.0,6660.0,2888,6660.0,7.78,600.08,8.23,8.23,19.08,8.23
9,Left-skewed,200,0.15,3.0,9,7486.0,7486.0,8205.0,7486.0,9345.0,6840.0,2917,6840.0,26.81,600.21,9.44,9.44,19.96,9.44
10,Left-skewed,200,0.15,3.0,9,7211.0,7211.0,7931.0,7211.0,8740.0,6660.0,2952,6660.0,23.8,600.11,8.27,8.27,19.08,8.27
1,Left-skewed,200,0.25,3.0,9,7306.0,7302.0,7926.0,7302.0,9058.0,6546.46,2936,6546.46,27.73,600.19,11.6,11.54,21.07,11.54
2,Left-skewed,200,0.25,3.0,9,7498.0,7497.0,7978.0,7497.0,9737.0,6624.0,3057,6624.0,31.97,600.4,13.19,13.18,20.44,13.18
3,Left-skewed,200,0.25,3.0,9,7878.0,7789.0,8459.0,7789.0,10214.0,6912.0,3064,6912.0,32.33,600.23,13.98,12.69,22.38,12.69
4,Left-skewed,200,0.25,3.0,9,7034.0,6943.0,7483.0,6943.0,8264.0,6210.0,2961,6210.0,24.85,600.13,13.27,11.8,20.5,11.8
5,Left-skewed,200,0.25,3.0,9,7214.0,7120.0,7753.0,7120.0,9135.0,6390.0,2989,6390.0,30.05,600.1,12.9,11.42,21.33,11.42
6,Left-skewed,200,0.25,3.0,9,7306.0,7296.0,7755.0,7296.0,9297.0,6660.0,3002,6660.0,28.36,600.12,9.7,9.55,16.44,9.55
7,Left-skewed,200,0.25,3.0,9,7788.0,7788.0,8268.0,7788.0,9929.0,6816.0,3071,6816.0,31.35,600.11,14.26,14.26,21.3,14.26
8,Left-skewed,200,0.25,3.0,9,7208.0,7121.0,7661.0,7121.0,9018.0,6390.0,2888,6390.0,29.14,600.11,12.8,11.44,19.89,11.44
9,Left-skewed,200,0.25,3.0,9,7486.0,7485.0,8016.0,7485.0,9531.0,6660.0,2917,6660.0,30.12,600.18,12.4,12.39,20.36,12.39
10,Left-skewed,200,0.25,3.0,9,7211.0,7211.0,7841.0,7211.0,9492.0,6480.0,2952,6480.0,31.73,600.14,11.28,11.28,21.0,11.28
1,Left-skewed,200,0.35,3.0,9,7306.0,6042.0,6042.0,6042.0,inf,5204.46,2936,5204.46,100.0,600.14,40.38,16.09,16.09,16.09
2,Left-skewed,200,0.35,3.0,2,7498.0,5962.0,5962.0,5962.0,5977.0,5950.65,3057,5950.65,0.44,238.65,26.0,0.19,0.19,0.19
3,Left-skewed,200,0.35,3.0,9,7878.0,6155.0,6155.0,6155.0,6184.0,6144.0,3064,6144.0,0.65,600.18,28.22,0.18,0.18,0.18
4,Left-skewed,200,0.35,3.0,9,7034.0,5053.0,5053.0,5053.0,5244.0,5044.17,2961,5044.17,3.81,600.14,39.45,0.18,0.18,0.18
5,Left-skewed,200,0.35,3.0,2,7214.0,5593.0,5593.0,5593.0,5611.0,5583.47,2989,5583.47,0.49,477.42,29.2,0.17,0.17,0.17
6,Left-skewed,200,0.35,3.0,9,7306.0,6046.0,6046.0,6046.0,inf,5304.38,3002,5304.38,100.0,600.4,37.74,13.98,13.98,13.98
7,Left-skewed,200,0.35,3.0,9,7788.0,6252.0,6252.0,6252.0,8102.0,6144.0,3071,6144.0,24.17,600.13,26.76,1.76,1.76,1.76
8,Left-skewed,200,0.35,3.0,9,7208.0,5591.0,5591.0,5591.0,inf,4901.33,2888,4901.33,100.0,600.54,47.06,14.07,14.07,14.07
9,Left-skewed,200,0.35,3.0,9,7486.0,6135.0,6135.0,6135.0,inf,5337.31,2917,5337.31,100.0,600.67,40.26,14.95,14.95,14.95
10,Left-skewed,200,0.35,3.0,9,7211.0,5591.0,5591.0,5591.0,inf,4788.25,2952,4788.25,100.0,600.33,50.6,16.76,16.76,16.76
1,Right-skewed,200,0.15,1.5,9,3032.0,3017,3017.0,3017.0,4305.0,1125.0,3017,3017,73.87,600.1,0.5,0.0,0.0,0.0
2,Right-skewed,200,0.15,1.5,9,3005.0,2990,2990,2990,3546.0,1170.0,2990,2990,67.01,600.09,0.5,0.0,0.0,0.0
3,Right-skewed,200,0.15,1.5,9,3021.0,3006,3006,3006,3742.0,1215.0,3006,3006,67.53,600.31,0.5,0.0,0.0,0.0
4,Right-skewed,200,0.15,1.5,9,3053.0,3037,3037,3037,3897.0,1200.0,3037,3037,69.21,600.09,0.53,0.0,0.0,0.0
5,Right-skewed,200,0.15,1.5,9,3017.0,3002,3002,3002,3835.0,1260.0,3002,3002,67.14,600.11,0.5,0.0,0.0,0.0
6,Right-skewed,200,0.15,1.5,9,3127.0,3111,3111,3111,3918.0,1296.0,3111,3111,66.92,600.09,0.51,0.0,0.0,0.0
7,Right-skewed,200,0.15,1.5,9,3190.0,3174,3174,3174,4440.0,1344.0,3174,3174,69.73,600.19,0.5,0.0,0.0,0.0
8,Right-skewed,200,0.15,1.5,9,2940.0,2925,2925,2925,3384.0,1170.0,2925,2925,65.43,600.21,0.51,0.0,0.0,0.0
9,Right-skewed,200,0.15,1.5,9,3023.0,3008,3008,3008,4014.0,1170.0,3008,3008,70.85,600.1,0.5,0.0,0.0,0.0
10,Right-skewed,200,0.15,1.5,9,2988.0,2973,2973.0,2973.0,3099.0,1350.0,2973,2973,56.44,600.21,0.5,0.0,0.0,0.0
1,Right-skewed,200,0.25,1.5,9,3032.0,5135,3017,3017,3700.0,405.0,3017,3017,89.05,600.09,0.5,70.2,0.0,0.0
2,Right-skewed,200,0.25,1.5,9,3005.0,5195,2990,2990,3683.0,405.0,2990,2990,89.0,600.11,0.5,73.75,0.0,0.0
3,Right-skewed,200,0.25,1.5,9,3021.0,5105,3006,3006,3786.0,405.0,3006,3006,89.3,600.08,0.5,69.83,0.0,0.0
4,Right-skewed,200,0.25,1.5,9,3053.0,5477,3037,3037,4051.0,432.0,3037,3037,89.34,600.08,0.53,80.34,0.0,0.0
5,Right-skewed,200,0.25,1.5,9,3017.0,4955,3002.0,3002.0,3748.0,495.0,3002,3002,86.79,600.11,0.5,65.06,0.0,0.0
6,Right-skewed,200,0.25,1.5,9,3127.0,5317,3111,3111,4281.0,480.0,3111,3111,88.79,600.08,0.51,70.91,0.0,0.0
7,Right-skewed,200,0.25,1.5,9,3190.0,5317,3174,3174,4082.0,528.0,3174,3174,87.07,600.09,0.5,67.52,0.0,0.0
8,Right-skewed,200,0.25,1.5,9,2940.0,5105,2925.0,2925.0,3740.0,-inf,2925,2925,inf,600.08,0.51,74.53,0.0,0.0
9,Right-skewed,200,0.25,1.5,9,3023.0,4955,3008.0,3008.0,4037.0,495.0,3008,3008,87.74,600.08,0.5,64.73,0.0,0.0
10,Right-skewed,200,0.25,1.5,9,2988.0,4955,2973,2973,3472.0,495.0,2973,2973,85.74,600.09,0.5,66.67,0.0,0.0
1,Right-skewed,200,0.35,1.5,9,3032.0,5975,3017,3017,4387.0,54.0,3017,3017,98.77,600.07,0.5,98.04,0.0,0.0
2,Right-skewed,200,0.35,1.5,9,3005.0,5915,2990,2990,3448.0,90.0,2990,2990,97.39,600.11,0.5,97.83,0.0,0.0
3,Right-skewed,200,0.35,1.5,9,3021.0,5915,3006,3006,3851.0,90.0,3006,3006,97.66,600.11,0.5,96.77,0.0,0.0
4,Right-skewed,200,0.35,1.5,9,3053.0,6373,3037,3037,4112.0,57.0,3037,3037,98.61,600.08,0.53,109.85,0.0,0.0
5,Right-skewed,200,0.35,1.5,9,3017.0,5945,3002,3002,3814.0,75.28,3002,3002,98.03,600.1,0.5,98.03,0.0,0.0
6,Right-skewed,200,0.35,1.5,9,3127.0,6341,3111,3111,4103.0,60.0,3111,3111,98.54,600.11,0.51,103.83,0.0,0.0
7,Right-skewed,200,0.35,1.5,9,3190.0,6277,3174,3174,4356.0,96.0,3174,3174,97.8,600.09,0.5,97.76,0.0,0.0
8,Right-skewed,200,0.35,1.5,9,2940.0,5885,2925,2925,4221.0,90.0,2925,2925,97.87,600.1,0.51,101.2,0.0,0.0
9,Right-skewed,200,0.35,1.5,9,3023.0,5855,3008,3008,3954.0,90.0,3008,3008,97.72,600.1,0.5,94.65,0.0,0.0
10,Right-skewed,200,0.35,1.5,9,2988.0,5915,2973,2973,3714.0,90.0,2973,2973,97.58,600.09,0.5,98.96,0.0,0.0
1,Right-skewed,200,0.15,2.0,9,3047.0,3022,3022,3022,4116.0,1500.0,3017,3017,63.56,600.08,0.99,0.17,0.17,0.17
2,Right-skewed,200,0.15,2.0,9,3020.0,2995,2995,2995,3799.0,1560.0,2990,2990,58.94,600.12,1.0,0.17,0.17,0.17
3,Right-skewed,200,0.15,2.0,9,3036.0,3011,3011,3011,3968.0,1620.0,3006,3006,59.17,600.16,1.0,0.17,0.17,0.17
4,Right-skewed,200,0.15,2.0,9,3069.0,3044,3044,3044,4502.0,1600.0,3037,3037,64.46,600.09,1.05,0.23,0.23,0.23
5,Right-skewed,200,0.15,2.0,9,3032.0,3007,3007,3007,3917.0,1680.0,3002,3002,57.11,600.09,1.0,0.17,0.17,0.17
6,Right-skewed,200,0.15,2.0,9,3143.0,3118,3118,3118,3828.0,1728.0,3111,3111,54.86,600.12,1.03,0.23,0.23,0.23
7,Right-skewed,200,0.15,2.0,9,3206.0,3181,3181,3181,4268.0,1792.0,3174,3174,58.01,600.13,1.01,0.22,0.22,0.22
8,Right-skewed,200,0.15,2.0,9,2955.0,2931,2931,2931,inf,1560.0,2925,2925,100.0,600.13,1.03,0.21,0.21,0.21
9,Right-skewed,200,0.15,2.0,9,3038.0,3013,3013,3013,inf,1560.0,3008,3008,100.0,600.1,1.0,0.17,0.17,0.17
10,Right-skewed,200,0.15,2.0,9,3003.0,2978,2978,2978,4241.0,1800.0,2973,2973,57.56,600.12,1.01,0.17,0.17,0.17
1,Right-skewed,200,0.25,2.0,9,3047.0,5135,3022,3022,inf,540.0,3017,3017,100.0,600.08,0.99,70.2,0.17,0.17
2,Right-skewed,200,0.25,2.0,9,3020.0,5195,2995,2995,4111.0,540.0,2990,2990,86.86,600.25,1.0,73.75,0.17,0.17
3,Right-skewed,200,0.25,2.0,9,3036.0,5105,3011,3011,4224.0,540.0,3006,3006,87.22,600.09,1.0,69.83,0.17,0.17
4,Right-skewed,200,0.25,2.0,9,3069.0,5477,3044,3044,4163.0,576.0,3037,3037,86.16,600.09,1.05,80.34,0.23,0.23
5,Right-skewed,200,0.25,2.0,9,3032.0,4955,3007,3007,4577.0,660.0,3002,3002,85.58,600.08,1.0,65.06,0.17,0.17
6,Right-skewed,200,0.25,2.0,9,3143.0,5317,3118.0,3118.0,4487.0,640.0,3111,3111,85.74,600.08,1.03,70.91,0.23,0.23
7,Right-skewed,200,0.25,2.0,9,3206.0,5317,3181,3181,inf,704.0,3174,3174,100.0,600.46,1.01,67.52,0.22,0.22
8,Right-skewed,200,0.25,2.0,9,2955.0,5105,2930,2930,3855.0,600.0,2925,2925,84.44,600.32,1.03,74.53,0.17,0.17
9,Right-skewed,200,0.25,2.0,9,3038.0,4955,3013,3013,4215.0,660.0,3008,3008,84.34,600.09,1.0,64.73,0.17,0.17
10,Right-skewed,200,0.25,2.0,9,3003.0,4955,2978,2978,3787.0,660.0,2973,2973,82.57,600.15,1.01,66.67,0.17,0.17
1,Right-skewed,200,0.35,2.0,9,3047.0,5975,3022,3022,4178.0,69.0,3017,3017,98.35,600.07,0.99,98.04,0.17,0.17
2,Right-skewed,200,0.35,2.0,9,3020.0,5915,2995,2995,4165.0,120.0,2990,2990,97.12,600.09,1.0,97.83,0.17,0.17
3,Right-skewed,200,0.35,2.0,9,3036.0,5915,3011,3011,3754.0,120.0,3006,3006,96.8,600.06,1.0,96.77,0.17,0.17
4,Right-skewed,200,0.35,2.0,9,3069.0,6373,3044,3044,3774.0,73.0,3037,3037,98.07,600.1,1.05,109.85,0.23,0.23
5,Right-skewed,200,0.35,2.0,9,3032.0,5945,3007,3007,4139.0,84.0,3002,3002,97.97,600.09,1.0,98.03,0.17,0.17
6,Right-skewed,200,0.35,2.0,9,3143.0,6341,3118,3118,inf,76.17,3111,3111,100.0,600.09,1.03,103.83,0.23,0.23
7,Right-skewed,200,0.35,2.0,9,3206.0,6277,3181,3181,inf,128.09,3174,3174,100.0,600.07,1.01,97.76,0.22,0.22
8,Right-skewed,200,0.35,2.0,9,2955.0,5885,2930,2930,4202.0,120.0,2925,2925,97.14,600.09,1.03,101.2,0.17,0.17
9,Right-skewed,200,0.35,2.0,9,3038.0,5855,3013,3013,3974.0,120.0,3008,3008,96.98,600.09,1.0,94.65,0.17,0.17
10,Right-skewed,200,0.35,2.0,9,3003.0,5915,2978,2978,4099.0,120.0,2973,2973,97.07,600.1,1.01,98.96,0.17,0.17
1,Right-skewed,200,0.15,3.0,9,3190.0,3027,3027,3027,inf,2250.0,3017,3017,100.0,600.15,5.73,0.33,0.33,0.33
2,Right-skewed,200,0.15,3.0,9,3280.0,3001,3001,3001,3024.0,2340.0,2990,2990,22.62,600.11,9.7,0.37,0.37,0.37
3,Right-skewed,200,0.15,3.0,9,3276.0,3016,3016,3016,4583.0,2430.0,3006,3006,46.98,600.13,8.98,0.33,0.33,0.33
4,Right-skewed,200,0.15,3.0,9,3386.0,3051,3051,3051,4919.0,2400.0,3037,3037,51.21,600.11,11.49,0.46,0.46,0.46
5,Right-skewed,200,0.15,3.0,9,3377.0,3012,3012,3012,inf,2520.0,3002,3002,100.0,600.1,12.49,0.33,0.33,0.33
6,Right-skewed,200,0.15,3.0,9,3494.0,3126,3126,3126,5326.0,2592.0,3111,3111,51.33,600.1,12.31,0.48,0.48,0.48
7,Right-skewed,200,0.15,3.0,9,3590.0,3188,3188.0,3188,5716.0,2688.0,3174,3174,52.97,600.08,13.11,0.44,0.44,0.44
8,Right-skewed,200,0.15,3.0,9,3269.0,2937,2937,2937,inf,2340.0,2925,2925,100.0,600.11,11.76,0.41,0.41,0.41
9,Right-skewed,200,0.15,3.0,9,3279.0,3019,3019,3019,inf,2340.0,3008,3008,100.0,600.11,9.01,0.37,0.37,0.37
10,Right-skewed,200,0.15,3.0,9,3360.0,2983,3073.0,2983,inf,2700.0,2973,2973,100.0,600.18,13.02,0.34,3.36,0.34
1,Right-skewed,200,0.25,3.0,9,3190.0,5135,3027,3027,inf,810.0,3017,3017,100.0,600.1,5.73,70.2,0.33,0.33
2,Right-skewed,200,0.25,3.0,9,3280.0,5195,3000,3000,4889.0,810.0,2990,2990,83.43,600.19,9.7,73.75,0.33,0.33
3,Right-skewed,200,0.25,3.0,9,3276.0,5105,3016,3016,4862.0,810.0,3006,3006,83.34,600.11,8.98,69.83,0.33,0.33
4,Right-skewed,200,0.25,3.0,9,3386.0,5477,3051,3051,inf,864.0,3037,3037,100.0,600.07,11.49,80.34,0.46,0.46
5,Right-skewed,200,0.25,3.0,9,3377.0,4955,3012,3012,4356.0,990.0,3002,3002,77.27,600.1,12.49,65.06,0.33,0.33
6,Right-skewed,200,0.25,3.0,9,3494.0,5317,3125,3125,4871.0,986.72,3111,3111,79.74,600.11,12.31,70.91,0.45,0.45
7,Right-skewed,200,0.25,3.0,9,3590.0,5317,3189,3189,4783.0,1056.0,3174,3174,77.92,600.1,13.11,67.52,0.47,0.47
8,Right-skewed,200,0.25,3.0,9,3269.0,5105,2936,2936,2965.0,900.0,2925,2925,69.65,600.09,11.76,74.53,0.38,0.38
9,Right-skewed,200,0.25,3.0,9,3279.0,4955,3018,3018,inf,990.0,3008,3008,100.0,600.19,9.01,64.73,0.33,0.33
10,Right-skewed,200,0.25,3.0,9,3360.0,4955,2984,2984,inf,990.0,2973,2973,100.0,600.88,13.02,66.67,0.37,0.37
1,Right-skewed,200,0.35,3.0,9,3190.0,5975,3027,3027,4166.0,99.0,3017,3017,97.62,600.1,5.73,98.04,0.33,0.33
2,Right-skewed,200,0.35,3.0,9,3280.0,5915,3000,3000,4829.0,180.0,2990,2990,96.27,600.08,9.7,97.83,0.33,0.33
3,Right-skewed,200,0.35,3.0,9,3276.0,5915,3016,3016,4757.0,180.0,3006,3006,96.22,600.09,8.98,96.77,0.33,0.33
4,Right-skewed,200,0.35,3.0,9,3386.0,6373,3051,3051,inf,105.01,3037,3037,100.0,600.11,11.49,109.85,0.46,0.46
