Instance_ID,Distribution,n,W_d,v,Status,Mksp_Truck,Mksp_MaxDrone,Mksp_NFD_OS,Mksp_FFD_OS,Obj_Gurobi,LB_Gurobi,LB_Theo,LB_Best,MIP_Gap(%),Time(s),Gap_Truck(%),Gap_MaxDrone(%),Gap_NFD_OS(%),Gap_FFD_OS(%)
9,Left-skewed,20,0.25,2.0,2,503.0,496.0,496.0,496.0,483.0,481.0,358,481.0,0.41,30.69,4.14,2.69,2.69,2.69
10,Left-skewed,20,0.25,2.0,2,485.0,485.0,485.0,485.0,474.0,474.0,281,474.0,0.0,6.89,2.32,2.32,2.32,2.32
1,Left-skewed,20,0.35,2.0,2,519.0,407.0,407.0,407.0,404.0,404.0,292,404.0,0.0,1.32,28.47,0.74,0.74,0.74
2,Left-skewed,20,0.35,2.0,2,610.0,490.0,490.0,490.0,490.0,490.0,324,490.0,0.0,1.72,24.49,0.0,0.0,0.0
3,Left-skewed,20,0.35,2.0,2,621.0,441.0,441.0,441.0,435.0,434.0,329,434.0,0.23,1.57,42.76,1.38,1.38,1.38
4,Left-skewed,20,0.35,2.0,2,562.0,502.0,502.0,502.0,493.0,493.0,328,493.0,0.0,2.16,14.0,1.83,1.83,1.83
5,Left-skewed,20,0.35,2.0,2,550.0,430.0,430.0,430.0,425.0,425.0,321,425.0,0.0,0.75,29.41,1.18,1.18,1.18
6,Left-skewed,20,0.35,2.0,2,436.0,372.0,372.0,372.0,369.0,369.0,270,369.0,0.0,2.09,18.16,0.81,0.81,0.81
7,Left-skewed,20,0.35,2.0,2,633.0,496.0,496.0,496.0,483.0,481.0,359,481.0,0.41,1.82,31.06,2.69,2.69,2.69
8,Left-skewed,20,0.35,2.0,2,396.0,300.0,300.0,300.0,298.0,298.0,251,298.0,0.0,2.01,32.89,0.67,0.67,0.67
9,Left-skewed,20,0.35,2.0,2,503.0,422.0,422.0,422.0,415.0,414.01,358,414.01,0.24,1.31,21.2,1.69,1.69,1.69
10,Left-skewed,20,0.35,2.0,2,485.0,381.0,381.0,381.0,377.0,377.0,281,377.0,0.0,1.14,28.65,1.06,1.06,1.06
1,Left-skewed,20,0.15,3.0,2,771.0,771.0,771.0,771.0,762.0,761.0,292,761.0,0.13,4.71,1.18,1.18,1.18,1.18
2,Left-skewed,20,0.15,3.0,2,910.0,910.0,910.0,910.0,820.0,820.0,324,820.0,0.0,26.62,10.98,10.98,10.98,10.98
3,Left-skewed,20,0.15,3.0,2,921.0,921.0,921.0,921.0,907.0,907.0,329,907.0,0.0,1.45,1.54,1.54,1.54,1.54
4,Left-skewed,20,0.15,3.0,2,832.0,832.0,918.0,832.0,823.0,819.23,328,819.23,0.46,2.56,1.09,1.09,11.54,1.09
5,Left-skewed,20,0.15,3.0,2,820.0,820.0,820.0,820.0,730.0,726.77,321,726.77,0.44,14.73,12.33,12.33,12.33,12.33
6,Left-skewed,20,0.15,3.0,2,644.0,644.0,716.0,644.0,629.0,629.0,270,629.0,0.0,1.55,2.38,2.38,13.83,2.38
7,Left-skewed,20,0.15,3.0,2,939.0,939.0,939.0,939.0,923.0,923.0,359,923.0,0.0,20.63,1.73,1.73,1.73,1.73
8,Left-skewed,20,0.15,3.0,2,588.0,588.0,660.0,588.0,582.0,580.01,251,580.01,0.34,1.08,1.03,1.03,13.4,1.03
9,Left-skewed,20,0.15,3.0,2,741.0,741.0,836.0,741.0,729.0,727.0,358,727.0,0.27,4.11,1.65,1.65,14.68,1.65
10,Left-skewed,20,0.15,3.0,2,719.0,719.0,719.0,719.0,708.0,708.0,281,708.0,0.0,4.97,1.55,1.55,1.55,1.55
1,Left-skewed,20,0.25,3.0,2,771.0,771.0,771.0,771.0,761.0,761.0,292,761.0,0.0,6.52,1.31,1.31,1.31,1.31
2,Left-skewed,20,0.25,3.0,2,910.0,910.0,910.0,910.0,820.0,820.0,324,820.0,0.0,25.85,10.98,10.98,10.98,10.98
3,Left-skewed,20,0.25,3.0,2,921.0,921.0,921.0,921.0,907.0,907.0,329,907.0,0.0,1.06,1.54,1.54,1.54,1.54
4,Left-skewed,20,0.25,3.0,2,832.0,832.0,918.0,832.0,823.0,819.23,328,819.23,0.46,4.72,1.09,1.09,11.54,1.09
5,Left-skewed,20,0.25,3.0,2,820.0,820.0,820.0,820.0,730.0,726.77,321,726.77,0.44,14.06,12.33,12.33,12.33,12.33
6,Left-skewed,20,0.25,3.0,2,644.0,638.0,638.0,638.0,630.0,626.88,270,626.88,0.5,0.82,2.22,1.27,1.27,1.27
7,Left-skewed,20,0.25,3.0,2,939.0,939.0,939.0,939.0,923.0,918.99,359,918.99,0.43,13.05,1.73,1.73,1.73,1.73
8,Left-skewed,20,0.25,3.0,2,588.0,588.0,588.0,588.0,581.0,581.0,251,581.0,0.0,17.56,1.2,1.2,1.2,1.2
9,Left-skewed,20,0.25,3.0,2,741.0,734.0,734.0,734.0,721.0,719.0,358,719.0,0.28,9.56,2.77,1.8,1.8,1.8
10,Left-skewed,20,0.25,3.0,2,719.0,719.0,719.0,719.0,708.0,708.0,281,708.0,0.0,22.86,1.55,1.55,1.55,1.55
1,Left-skewed,20,0.35,3.0,2,771.0,603.0,603.0,603.0,600.0,600.0,292,600.0,0.0,1.24,28.5,0.5,0.5,0.5
2,Left-skewed,20,0.35,3.0,2,910.0,730.0,730.0,730.0,730.0,727.5,324,727.5,0.34,1.68,24.66,0.0,0.0,0.0
3,Left-skewed,20,0.35,3.0,2,921.0,651.0,651.0,651.0,645.0,645.0,329,645.0,0.0,1.27,42.79,0.93,0.93,0.93
4,Left-skewed,20,0.35,3.0,2,832.0,742.0,742.0,742.0,733.0,732.0,328,732.0,0.14,0.96,13.51,1.23,1.23,1.23
5,Left-skewed,20,0.35,3.0,2,820.0,640.0,640.0,640.0,635.0,631.96,321,631.96,0.48,0.85,29.13,0.79,0.79,0.79
6,Left-skewed,20,0.35,3.0,2,644.0,554.0,554.0,554.0,551.0,551.0,270,551.0,0.0,0.64,16.88,0.54,0.54,0.54
7,Left-skewed,20,0.35,3.0,2,939.0,734.0,734.0,734.0,724.0,721.0,359,721.0,0.41,0.72,29.7,1.38,1.38,1.38
8,Left-skewed,20,0.35,3.0,2,588.0,444.0,444.0,444.0,442.0,442.0,251,442.0,0.0,1.02,33.03,0.45,0.45,0.45
9,Left-skewed,20,0.35,3.0,2,741.0,626.0,626.0,626.0,620.0,619.0,358,619.0,0.16,1.52,19.52,0.97,0.97,0.97
10,Left-skewed,20,0.35,3.0,2,719.0,563.0,563.0,563.0,559.0,557.0,281,557.0,0.36,1.87,28.62,0.72,0.72,0.72
1,Right-skewed,20,0.15,1.5,9,351.0,335,335,335,335.0,199.59,335,335,40.42,3600.01,4.78,0.0,0.0,0.0
2,Right-skewed,20,0.15,1.5,9,354.0,338,338,338,338.0,155.65,338,338,53.95,3600.01,4.73,0.0,0.0,0.0
3,Right-skewed,20,0.15,1.5,9,331.0,316,316,316,316.0,148.44,316,316,53.02,3600.02,4.75,0.0,0.0,0.0
4,Right-skewed,20,0.15,1.5,9,350.0,334,334,334,334.0,150.0,334,334,55.09,3600.02,4.79,0.0,0.0,0.0
5,Right-skewed,20,0.15,1.5,9,320.0,306,306,306,306.0,134.13,306,306,56.17,3600.02,4.58,0.0,0.0,0.0
6,Right-skewed,20,0.15,1.5,9,353.0,337,337,337,337.0,157.14,337,337,53.37,3600.01,4.75,0.0,0.0,0.0
7,Right-skewed,20,0.15,1.5,9,289.0,276,276,276,276.0,126.13,276,276,54.3,3600.01,4.71,0.0,0.0,0.0
8,Right-skewed,20,0.15,1.5,9,322.0,308,308,308,308.0,136.78,308,308,55.59,3600.01,4.55,0.0,0.0,0.0
9,Right-skewed,20,0.15,1.5,9,273.0,261,261,261,261.0,114.0,261,261,56.32,3600.14,4.6,0.0,0.0,0.0
10,Right-skewed,20,0.15,1.5,9,354.0,338,338,338,338.0,157.7,338,338,53.34,3600.02,4.73,0.0,0.0,0.0
1,Right-skewed,20,0.25,1.5,9,351.0,453,335,335,335.0,115.04,335,335,65.66,3600.07,4.78,35.22,0.0,0.0
2,Right-skewed,20,0.25,1.5,9,354.0,581,338,338,338.0,101.0,338,338,70.12,3600.04,4.73,71.89,0.0,0.0
3,Right-skewed,20,0.25,1.5,9,331.0,515,316.0,316.0,316.0,90.79,316,316,71.27,3600.04,4.75,62.97,0.0,0.0
4,Right-skewed,20,0.25,1.5,9,350.0,581,334,334,334.0,90.0,334,334,73.05,3600.01,4.79,73.95,0.0,0.0
5,Right-skewed,20,0.25,1.5,9,320.0,456,306,306,306.0,95.0,306,306,68.95,3600.01,4.58,49.02,0.0,0.0
6,Right-skewed,20,0.25,1.5,9,353.0,518,337,337,337.0,106.83,337,337,68.3,3600.03,4.75,53.71,0.0,0.0
7,Right-skewed,20,0.25,1.5,9,289.0,421,276,276,276.0,92.0,276,276,66.67,3600.0,4.71,52.54,0.0,0.0
8,Right-skewed,20,0.25,1.5,9,322.0,509,308,308,308.0,84.0,308,308,72.73,3600.02,4.55,65.26,0.0,0.0
9,Right-skewed,20,0.25,1.5,9,273.0,413,261,261,261.0,75.0,261,261,71.26,3600.03,4.6,58.24,0.0,0.0
10,Right-skewed,20,0.25,1.5,9,354.0,486,338,338,338.0,117.0,338,338,65.38,3600.01,4.73,43.79,0.0,0.0
1,Right-skewed,20,0.35,1.5,9,351.0,645,335,335,335.0,84.42,335,335,74.8,3600.01,4.78,92.54,0.0,0.0
2,Right-skewed,20,0.35,1.5,9,354.0,613,338,338,338.0,84.4,338,338,75.03,3600.03,4.73,81.36,0.0,0.0
3,Right-skewed,20,0.35,1.5,9,331.0,605,316,316,316.0,82.11,316,316,74.02,3600.01,4.75,91.46,0.0,0.0
4,Right-skewed,20,0.35,1.5,9,350.0,645,334.0,334.0,334.0,79.22,334,334,76.28,3600.01,4.79,93.11,0.0,0.0
5,Right-skewed,20,0.35,1.5,9,320.0,484,306,306,306.0,90.0,306,306,70.59,3600.01,4.58,58.17,0.0,0.0
6,Right-skewed,20,0.35,1.5,9,353.0,646,337,337,337.0,88.27,337,337,73.81,3600.01,4.75,91.69,0.0,0.0
7,Right-skewed,20,0.35,1.5,9,289.0,525,276,276,276.0,78.54,276,276,71.54,3600.02,4.71,90.22,0.0,0.0
8,Right-skewed,20,0.35,1.5,9,322.0,565,308,308,308.0,74.0,308,308,75.97,3600.01,4.55,83.44,0.0,0.0
9,Right-skewed,20,0.35,1.5,9,273.0,485,261,261,261.0,69.98,261,261,73.19,3600.03,4.6,85.82,0.0,0.0
10,Right-skewed,20,0.35,1.5,9,354.0,646,338,338,338.0,96.73,338,338,71.38,3600.02,4.73,91.12,0.0,0.0
1,Right-skewed,20,0.15,2.0,9,371.0,342,342,342.0,342.0,268.08,335,335,21.62,3600.01,8.48,0.0,0.0,0.0
2,Right-skewed,20,0.15,2.0,9,370.0,346,346,346,346.0,205.0,338,338,40.75,3600.01,6.94,0.0,0.0,0.0
3,Right-skewed,20,0.15,2.0,9,346.0,326,326,326,326.0,191.04,316,316,41.4,3600.01,6.13,0.0,0.0,0.0
4,Right-skewed,20,0.15,2.0,9,366.0,345,345,345,345.0,198.0,334,334,42.61,3600.01,6.09,0.0,0.0,0.0
5,Right-skewed,20,0.15,2.0,9,334.0,311,311,311,311.0,178.78,306,306,42.52,3600.01,7.4,0.0,0.0,0.0
6,Right-skewed,20,0.15,2.0,9,369.0,344,344,344,344.0,214.04,337,337,37.78,3600.02,7.27,0.0,0.0,0.0
7,Right-skewed,20,0.15,2.0,9,302.0,280,280,280,280.0,170.0,276,276,39.29,3600.01,7.86,0.0,0.0,0.0
8,Right-skewed,20,0.15,2.0,9,336.0,316,316.0,316.0,316.0,180.05,308,308,43.02,3600.01,6.33,0.0,0.0,0.0
9,Right-skewed,20,0.15,2.0,9,285.0,265,265,265,265.0,149.61,261,261,43.54,3600.03,7.55,0.0,0.0,0.0
10,Right-skewed,20,0.15,2.0,9,370.0,352,352,352,352.0,205.0,338,338,41.76,3600.01,5.11,0.0,0.0,0.0
1,Right-skewed,20,0.25,2.0,9,371.0,453,342,342,342.0,147.54,335,335,56.86,3600.01,8.48,32.46,0.0,0.0
2,Right-skewed,20,0.25,2.0,9,370.0,581,347,347,346.0,101.78,338,338,70.58,3600.01,6.94,67.92,0.29,0.29
3,Right-skewed,20,0.25,2.0,9,346.0,515,323,323,323.0,125.0,316,316,61.3,3600.02,7.12,59.44,0.0,0.0
4,Right-skewed,20,0.25,2.0,9,366.0,581,342,342,342.0,101.0,334,334,70.47,3600.01,7.02,69.88,0.0,0.0
5,Right-skewed,20,0.25,2.0,9,334.0,456,313,313,311.0,123.0,306,306,60.45,3600.01,7.4,46.62,0.64,0.64
6,Right-skewed,20,0.25,2.0,9,369.0,518,344,344,344.0,134.0,337,337,61.05,3600.0,7.27,50.58,0.0,0.0
7,Right-skewed,20,0.25,2.0,9,302.0,421,280,280,280.0,118.0,276,276,57.86,3600.01,7.86,50.36,0.0,0.0
8,Right-skewed,20,0.25,2.0,9,336.0,509,311,311,311.0,112.04,308,308,63.97,3600.01,8.04,63.67,0.0,0.0
9,Right-skewed,20,0.25,2.0,9,285.0,413,262,262,262.0,96.48,261,261,63.18,3600.01,8.78,57.63,0.0,0.0
10,Right-skewed,20,0.25,2.0,9,370.0,486,345,345,345.0,149.0,338,338,56.81,3600.01,7.25,40.87,0.0,0.0
1,Right-skewed,20,0.35,2.0,9,371.0,645,343,343,342.0,93.72,335,335,72.6,3600.01,8.48,88.6,0.29,0.29
2,Right-skewed,20,0.35,2.0,9,370.0,613,347,347,346.0,105.0,338,338,69.65,3600.02,6.94,77.17,0.29,0.29
3,Right-skewed,20,0.35,2.0,9,346.0,605,323,323,323.0,100.0,316,316,69.04,3600.01,7.12,87.31,0.0,0.0
4,Right-skewed,20,0.35,2.0,9,366.0,645,342,342,342.0,86.6,334,334,74.68,3600.0,7.02,88.6,0.0,0.0
5,Right-skewed,20,0.35,2.0,9,334.0,484,313,313,311.0,117.0,306,306,62.38,3600.0,7.4,55.63,0.64,0.64
6,Right-skewed,20,0.35,2.0,9,369.0,646,345,345,344.0,96.34,337,337,71.99,3600.01,7.27,87.79,0.29,0.29
7,Right-skewed,20,0.35,2.0,9,302.0,525,283,283,280.0,81.64,276,276,70.84,3600.0,7.86,87.5,1.07,1.07
8,Right-skewed,20,0.35,2.0,9,336.0,565,314,314,311.0,87.81,308,308,71.77,3600.02,8.04,81.67,0.96,0.96
9,Right-skewed,20,0.35,2.0,9,285.0,485,262,262,262.0,79.0,261,261,69.85,3600.02,8.78,85.11,0.0,0.0
10,Right-skewed,20,0.35,2.0,9,370.0,646,346,346,345.0,104.0,338,338,69.86,3600.02,7.25,87.25,0.29,0.29
1,Right-skewed,20,0.15,3.0,2,531.0,435.0,499.0,435.0,412.0,412.0,335,412.0,0.0,8.49,28.88,5.58,21.12,5.58
2,Right-skewed,20,0.15,3.0,9,433.0,356,356,356,356.0,301.0,338,338,15.45,3600.01,21.63,0.0,0.0,0.0
3,Right-skewed,20,0.15,3.0,9,421.0,365.0,365.0,365.0,339.0,298.0,316,316,12.09,3600.01,24.19,7.67,7.67,7.67
4,Right-skewed,20,0.15,3.0,9,441.0,357,357,357,357.0,294.0,334,334,17.65,3600.02,23.53,0.0,0.0,0.0
5,Right-skewed,20,0.15,3.0,9,365.0,317,354.0,317,317.0,268.0,306,306,15.46,3600.0,15.14,0.0,11.67,0.0
6,Right-skewed,20,0.15,3.0,9,421.0,397.0,397.0,397.0,355.0,316.0,337,337,10.99,3600.0,18.59,11.83,11.83,11.83
7,Right-skewed,20,0.15,3.0,9,361.0,288,288,288,288.0,259.0,276,276,10.07,3600.0,25.35,0.0,0.0,0.0
8,Right-skewed,20,0.15,3.0,9,384.0,328,328,328,328.0,277.0,308,308,15.55,3600.01,17.07,0.0,0.0,0.0
9,Right-skewed,20,0.15,3.0,9,340.0,269,269,269,269.0,223.0,261,261,17.1,3600.02,26.39,0.0,0.0,0.0
10,Right-skewed,20,0.15,3.0,9,445.0,367,367,367,367.0,312.0,338,338,14.99,3600.01,21.25,0.0,0.0,0.0
1,Right-skewed,20,0.25,3.0,9,531.0,453,350,350,349.0,211.0,335,335,39.54,3600.01,52.15,29.8,0.29,0.29
2,Right-skewed,20,0.25,3.0,9,433.0,581,357,357,355.0,130.85,338,338,63.14,3600.01,21.97,63.66,0.56,0.56
3,Right-skewed,20,0.25,3.0,9,421.0,515,330,330,330.0,151.0,316,316,54.24,3600.02,27.58,56.06,0.0,0.0
4,Right-skewed,20,0.25,3.0,9,441.0,581,351,351,351.0,132.06,334,334,62.37,3600.01,25.64,65.53,0.0,0.0
5,Right-skewed,20,0.25,3.0,9,365.0,456,318,318,317.0,179.0,306,306,43.53,3600.01,15.14,43.85,0.32,0.32
6,Right-skewed,20,0.25,3.0,9,421.0,518,354,354,351.0,198.0,337,337,43.59,3600.01,19.94,47.58,0.85,0.85
7,Right-skewed,20,0.25,3.0,9,361.0,421,287,287,287.0,170.0,276,276,40.77,3600.0,25.78,46.69,0.0,0.0
8,Right-skewed,20,0.25,3.0,9,384.0,509,318,318,318.0,110.54,308,308,65.24,3600.01,20.75,60.06,0.0,0.0
9,Right-skewed,20,0.25,3.0,9,340.0,413,264,264.0,264.0,105.0,261,261,60.23,3600.02,28.79,56.44,0.0,0.0
10,Right-skewed,20,0.25,3.0,9,445.0,486,357,357,357.0,214.89,338,338,39.81,3600.01,24.65,36.13,0.0,0.0
1,Right-skewed,20,0.35,3.0,9,531.0,645,351,351,349.0,108.0,335,335,69.05,3600.03,52.15,84.81,0.57,0.57
2,Right-skewed,20,0.35,3.0,9,433.0,613,357,357,355.0,115.14,338,338,67.57,3600.01,21.97,72.68,0.56,0.56
3,Right-skewed,20,0.35,3.0,9,421.0,605,330,330,330.0,110.0,316,316,66.67,3600.01,27.58,83.33,0.0,0.0
4,Right-skewed,20,0.35,3.0,9,441.0,645,351,351,351.0,113.0,334,334,67.81,3600.01,25.64,83.76,0.0,0.0
5,Right-skewed,20,0.35,3.0,9,365.0,484,324,324,317.0,173.0,306,306,45.43,3600.01,15.14,52.68,2.21,2.21
6,Right-skewed,20,0.35,3.0,9,421.0,646,355,355,351.0,115.81,337,337,67.01,3600.0,19.94,84.05,1.14,1.14
7,Right-skewed,20,0.35,3.0,9,361.0,525,290,290,287.0,93.37,276,276,67.47,3600.01,25.78,82.93,1.05,1.05
8,Right-skewed,20,0.35,3.0,9,384.0,565,318,318,318.0,98.0,308,308,69.18,3600.03,20.75,77.67,0.0,0.0
9,Right-skewed,20,0.35,3.0,9,340.0,485,264,264,264.0,89.0,261,261,66.29,3600.02,28.79,83.71,0.0,0.0
10,Right-skewed,20,0.35,3.0,9,445.0,646,355,355,353.0,110.84,338,338,68.6,3600.01,26.06,83.0,0.57,0.57
1,Uniform,20,0.15,1.5,9,400.0,382,399.0,382,382.0,338.0,382,382,11.52,3600.01,4.71,0.0,4.45,0.0
2,Uniform,20,0.15,1.5,9,338.0,323,323.0,323,323.0,276.0,323,323,14.55,3600.01,4.64,0.0,0.0,0.0
3,Uniform,20,0.15,1.5,9,379.0,362,362,362,362.0,262.6,362,362,27.46,3600.01,4.7,0.0,0.0,0.0
4,Uniform,20,0.15,1.5,9,327.0,312,312,312,312.0,232.0,312,312,25.64,3600.0,4.81,0.0,0.0,0.0
5,Uniform,20,0.15,1.5,9,386.0,369,369,369,369.0,268.49,369,369,27.24,3600.01,4.61,0.0,0.0,0.0
6,Uniform,20,0.15,1.5,9,353.0,337,337,337,337.0,293.0,337,337,13.06,3600.0,4.75,0.0,0.0,0.0
7,Uniform,20,0.15,1.5,9,341.0,329.0,329.0,329.0,328.0,278.0,326,326,15.24,3600.0,3.96,0.3,0.3,0.3
8,Uniform,20,0.15,1.5,9,327.0,312,312,312,312.0,275.0,312,312,11.86,3600.0,4.81,0.0,0.0,0.0
9,Uniform,20,0.15,1.5,2,313.0,313.0,313.0,313.0,299.0,299.0,292,299.0,0.0,3.28,4.68,4.68,4.68,4.68
10,Uniform,20,0.15,1.5,9,383.0,366,366,366,366.0,260.59,366,366,28.8,3600.0,4.64,0.0,0.0,0.0
1,Uniform,20,0.25,1.5,9,400.0,382,397.0,382,382.0,329.0,382,382,13.87,3600.01,4.71,0.0,3.93,0.0
