Instance_ID,Distribution,n,W_d,v,Status,Mksp_Truck,Mksp_MaxDrone,Mksp_NFD_OS,Mksp_FFD_OS,Obj_Gurobi,LB_Gurobi,LB_Theo,LB_Best,MIP_Gap(%),Time(s),Gap_Truck(%),Gap_MaxDrone(%),Gap_NFD_OS(%),Gap_FFD_OS(%)
1,Left-skewed,50,0.15,1.5,2,960.0,960.0,1020.0,960.0,915.0,915.0,780,915.0,0.0,282.25,4.92,4.92,11.48,4.92
2,Left-skewed,50,0.15,1.5,9,930.0,930.0,1005.0,930.0,885.0,855.0,780,855.0,3.39,600.05,8.77,8.77,17.54,8.77
3,Left-skewed,50,0.15,1.5,9,1005.0,1005.0,1065.0,1005.0,975.0,945.0,780,945.0,3.08,600.02,6.35,6.35,12.7,6.35
4,Left-skewed,50,0.15,1.5,9,975.0,975.0,1065.0,975.0,960.0,900.0,780,900.0,6.25,600.03,8.33,8.33,18.33,8.33
5,Left-skewed,50,0.15,1.5,9,915.0,915.0,975.0,915.0,885.0,820.18,780,820.18,7.32,600.03,11.56,11.56,18.88,11.56
6,Left-skewed,50,0.15,1.5,9,885.0,885.0,1020.0,885.0,885.0,817.27,780,817.27,7.65,600.02,8.29,8.29,24.81,8.29
7,Left-skewed,50,0.15,1.5,9,975.0,975.0,1065.0,975.0,960.0,903.71,780,903.71,5.86,600.02,7.89,7.89,17.85,7.89
8,Left-skewed,50,0.15,1.5,9,960.0,960.0,1050.0,960.0,930.0,900.57,780,900.57,3.16,600.01,6.6,6.6,16.59,6.6
9,Left-skewed,50,0.15,1.5,9,930.0,930.0,1020.0,930.0,885.0,870.0,780,870.0,1.69,600.03,6.9,6.9,17.24,6.9
10,Left-skewed,50,0.15,1.5,9,975.0,975.0,1050.0,975.0,930.0,915.0,780,915.0,1.61,600.02,6.56,6.56,14.75,6.56
1,Left-skewed,50,0.25,1.5,9,960.0,960.0,975.0,960.0,915.0,855.48,780,855.48,6.5,600.01,12.22,12.22,13.97,12.22
2,Left-skewed,50,0.25,1.5,9,930.0,930.0,975.0,930.0,885.0,855.07,780,855.07,3.38,600.04,8.76,8.76,14.03,8.76
3,Left-skewed,50,0.25,1.5,2,1005.0,975.0,1020.0,975.0,960.0,960.0,780,960.0,0.0,326.74,4.69,1.56,6.25,1.56
4,Left-skewed,50,0.25,1.5,9,975.0,975.0,1050.0,975.0,960.0,900.0,780,900.0,6.25,600.04,8.33,8.33,16.67,8.33
5,Left-skewed,50,0.25,1.5,9,915.0,870.0,930.0,870.0,840.0,810.0,780,810.0,3.57,600.03,12.96,7.41,14.81,7.41
6,Left-skewed,50,0.25,1.5,2,885.0,840.0,915.0,840.0,825.0,825.0,780,825.0,0.0,489.8,7.27,1.82,10.91,1.82
7,Left-skewed,50,0.25,1.5,9,975.0,975.0,1020.0,975.0,960.0,900.0,780,900.0,6.25,600.02,8.33,8.33,13.33,8.33
8,Left-skewed,50,0.25,1.5,9,960.0,960.0,1020.0,960.0,930.0,901.26,780,901.26,3.09,600.02,6.52,6.52,13.17,6.52
9,Left-skewed,50,0.25,1.5,9,930.0,915.0,975.0,915.0,885.0,869.61,780,869.61,1.74,600.03,6.94,5.22,12.12,5.22
10,Left-skewed,50,0.25,1.5,9,975.0,960.0,1020.0,960.0,930.0,900.0,780,900.0,3.23,600.02,8.33,6.67,13.33,6.67
1,Left-skewed,50,0.35,1.5,2,960.0,780.0,780.0,780.0,780.0,780.0,780,780,0.0,20.07,23.08,0.0,0.0,0.0
2,Left-skewed,50,0.35,1.5,9,930.0,780,780.0,780.0,780.0,585.0,780,780,25.0,600.02,19.23,0.0,0.0,0.0
3,Left-skewed,50,0.35,1.5,2,1005.0,780.0,780.0,780.0,780.0,780.0,780,780,0.0,201.91,28.85,0.0,0.0,0.0
4,Left-skewed,50,0.35,1.5,9,975.0,780,780.0,780.0,780.0,727.66,780,780,6.71,600.04,25.0,0.0,0.0,0.0
5,Left-skewed,50,0.35,1.5,9,915.0,780,780.0,780.0,780.0,585.0,780,780,25.0,600.02,17.31,0.0,0.0,0.0
6,Left-skewed,50,0.35,1.5,9,885.0,780,780.0,780.0,780.0,677.71,780,780,13.11,600.02,13.46,0.0,0.0,0.0
7,Left-skewed,50,0.35,1.5,2,975.0,780,780.0,780.0,780.0,780.0,780,780,0.0,500.18,25.0,0.0,0.0,0.0
8,Left-skewed,50,0.35,1.5,2,960.0,780.0,780.0,780.0,780.0,780.0,780,780,0.0,84.63,23.08,0.0,0.0,0.0
9,Left-skewed,50,0.35,1.5,2,930.0,780,780.0,780.0,780.0,780.0,780,780,0.0,182.37,19.23,0.0,0.0,0.0
10,Left-skewed,50,0.35,1.5,9,975.0,780,780.0,780.0,780.0,721.48,780,780,7.5,600.02,25.0,0.0,0.0,0.0
1,Left-skewed,50,0.15,2.0,9,1275.0,1275.0,1350.0,1275.0,1230.0,1215.0,780,1215.0,1.22,600.02,4.94,4.94,11.11,4.94
2,Left-skewed,50,0.15,2.0,9,1230.0,1230.0,1335.0,1230.0,1155.0,1140.59,780,1140.59,1.25,600.04,7.84,7.84,17.04,7.84
3,Left-skewed,50,0.15,2.0,9,1335.0,1335.0,1410.0,1335.0,1290.0,1275.0,780,1275.0,1.16,600.02,4.71,4.71,10.59,4.71
4,Left-skewed,50,0.15,2.0,9,1290.0,1290.0,1410.0,1290.0,1275.0,1200.61,780,1200.61,5.83,600.02,7.45,7.45,17.44,7.45
5,Left-skewed,50,0.15,2.0,9,1215.0,1215.0,1290.0,1215.0,1155.0,1087.08,780,1087.08,5.88,600.04,11.77,11.77,18.67,11.77
6,Left-skewed,50,0.15,2.0,9,1170.0,1170.0,1350.0,1170.0,1170.0,1095.0,780,1095.0,6.41,600.02,6.85,6.85,23.29,6.85
7,Left-skewed,50,0.15,2.0,9,1290.0,1290.0,1410.0,1290.0,1275.0,1215.0,780,1215.0,4.71,600.02,6.17,6.17,16.05,6.17
8,Left-skewed,50,0.15,2.0,9,1275.0,1275.0,1395.0,1275.0,1230.0,1178.2,780,1178.2,4.21,600.02,8.22,8.22,18.4,8.22
9,Left-skewed,50,0.15,2.0,9,1230.0,1230.0,1350.0,1230.0,1170.0,1140.0,780,1140.0,2.56,600.03,7.89,7.89,18.42,7.89
10,Left-skewed,50,0.15,2.0,9,1290.0,1290.0,1395.0,1290.0,1230.0,1200.0,780,1200.0,2.44,600.01,7.5,7.5,16.25,7.5
